,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist
231,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,audio_features,0Gh45IbIKOG9IucFfrZqLT,spotify:track:0Gh45IbIKOG9IucFfrZqLT,https://api.spotify.com/v1/tracks/0Gh45IbIKOG9IucFfrZqLT,https://api.spotify.com/v1/audio-analysis/0Gh45IbIKOG9IucFfrZqLT,424307,4,"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Franz Joseph Haydn
232,0.102,0.0259,8,-30.196,0,0.0444,0.964,0.864,0.0972,0.0319,90.128,audio_features,1oMtwEc8xjDTNarCsMlI8B,spotify:track:1oMtwEc8xjDTNarCsMlI8B,https://api.spotify.com/v1/tracks/1oMtwEc8xjDTNarCsMlI8B,https://api.spotify.com/v1/audio-analysis/1oMtwEc8xjDTNarCsMlI8B,644333,4,"Prélude à l'après-midi d'un faune, L.86",Claude Debussy
233,0.444,0.116,4,-23.172,0,0.041,0.977,0.868,0.0862,0.512,150.319,audio_features,06am46cX3Z6YlSsg0TyVHA,spotify:track:06am46cX3Z6YlSsg0TyVHA,https://api.spotify.com/v1/tracks/06am46cX3Z6YlSsg0TyVHA,https://api.spotify.com/v1/audio-analysis/06am46cX3Z6YlSsg0TyVHA,145613,4,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March",Pyotr Ilyich Tchaikovsky
234,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,audio_features,1t4F79zRBJTwZAzmbO1LI0,spotify:track:1t4F79zRBJTwZAzmbO1LI0,https://api.spotify.com/v1/tracks/1t4F79zRBJTwZAzmbO1LI0,https://api.spotify.com/v1/audio-analysis/1t4F79zRBJTwZAzmbO1LI0,530280,4,"Scottish Fantasy for Violin and Orchestra, Op. 46: I. Introduction: Grave, Adagio cantabile",Max Bruch
235,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,audio_features,67TCAXIe154ZGDNaWceqxC,spotify:track:67TCAXIe154ZGDNaWceqxC,https://api.spotify.com/v1/tracks/67TCAXIe154ZGDNaWceqxC,https://api.spotify.com/v1/audio-analysis/67TCAXIe154ZGDNaWceqxC,462627,4,"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile",Franz Joseph Haydn
236,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,audio_features,4ZP3UMVksKg07IeeAjHkEy,spotify:track:4ZP3UMVksKg07IeeAjHkEy,https://api.spotify.com/v1/tracks/4ZP3UMVksKg07IeeAjHkEy,https://api.spotify.com/v1/audio-analysis/4ZP3UMVksKg07IeeAjHkEy,230507,3,"Concerto for 2 Mandolins, Strings and Continuo in G Major, RV. 532: III. Allegro",Antonio Vivaldi
237,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,audio_features,7wvy3ROg2vEJyWgjDvMD8m,spotify:track:7wvy3ROg2vEJyWgjDvMD8m,https://api.spotify.com/v1/tracks/7wvy3ROg2vEJyWgjDvMD8m,https://api.spotify.com/v1/audio-analysis/7wvy3ROg2vEJyWgjDvMD8m,236827,3,The Lamb,John Tavener
238,0.191,0.0946,10,-25.59,1,0.037,0.99,0.933,0.101,0.348,111.21,audio_features,1Q9JMojxHHF6JbEJAKJLgj,spotify:track:1Q9JMojxHHF6JbEJAKJLgj,https://api.spotify.com/v1/tracks/1Q9JMojxHHF6JbEJAKJLgj,https://api.spotify.com/v1/audio-analysis/1Q9JMojxHHF6JbEJAKJLgj,100347,4,"Pièces de Clavecin, Livre II, 6e ordre: V. Les Baricades Mistérieuses",François Couperin
239,0.36,0.196,6,-13.706,1,0.037,0.961,6.05e-06,0.0911,0.401,118.233,audio_features,30CNRidKfNGwImhmvHpUS0,spotify:track:30CNRidKfNGwImhmvHpUS0,https://api.spotify.com/v1/tracks/30CNRidKfNGwImhmvHpUS0,https://api.spotify.com/v1/audio-analysis/30CNRidKfNGwImhmvHpUS0,143573,5,"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi
240,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,audio_features,1CDEWKmyRTPWWa7uIKVSU4,spotify:track:1CDEWKmyRTPWWa7uIKVSU4,https://api.spotify.com/v1/tracks/1CDEWKmyRTPWWa7uIKVSU4,https://api.spotify.com/v1/audio-analysis/1CDEWKmyRTPWWa7uIKVSU4,208067,3,"Vaughan Williams: Job, a Masque for Dancing, Scene 9: Epilogue",Ralph Vaughan Williams
241,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,audio_features,0mTUTkFQ2MxmUHFL8EdfeR,spotify:track:0mTUTkFQ2MxmUHFL8EdfeR,https://api.spotify.com/v1/tracks/0mTUTkFQ2MxmUHFL8EdfeR,https://api.spotify.com/v1/audio-analysis/0mTUTkFQ2MxmUHFL8EdfeR,192453,3,The Firebird (L'oiseau De Feu) - Suite (1919): Finale,Igor Stravinsky
242,0.11,0.128,2,-21.281,1,0.0458,0.979,0.871,0.368,0.0398,81.059,audio_features,0iEIVX3DPGPX3ESUEXNsQv,spotify:track:0iEIVX3DPGPX3ESUEXNsQv,https://api.spotify.com/v1/tracks/0iEIVX3DPGPX3ESUEXNsQv,https://api.spotify.com/v1/audio-analysis/0iEIVX3DPGPX3ESUEXNsQv,649200,3,"Kol Nidrei - Adagio For Cello, Opus 47",Max Bruch
243,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,audio_features,5UUNrbwbYIkNshq22NNKrX,spotify:track:5UUNrbwbYIkNshq22NNKrX,https://api.spotify.com/v1/tracks/5UUNrbwbYIkNshq22NNKrX,https://api.spotify.com/v1/audio-analysis/5UUNrbwbYIkNshq22NNKrX,266733,3,String Quartet No. 1 'Kreutzer Sonata': String Quartet No. 1 'Kreutzer Sonata': I. Adagio. Con moto,Leoš Janáček
244,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,audio_features,4VVEfBXep7FdOt524jkfLF,spotify:track:4VVEfBXep7FdOt524jkfLF,https://api.spotify.com/v1/tracks/4VVEfBXep7FdOt524jkfLF,https://api.spotify.com/v1/audio-analysis/4VVEfBXep7FdOt524jkfLF,159320,4,"Young Birches, Op. 128, No. 2",Amy Beach
245,0.405,0.318,9,-17.14,1,0.0565,0.938,0.723,0.284,0.342,151.434,audio_features,7hOLwSaTSkrqxSMzj4bXI1,spotify:track:7hOLwSaTSkrqxSMzj4bXI1,https://api.spotify.com/v1/tracks/7hOLwSaTSkrqxSMzj4bXI1,https://api.spotify.com/v1/audio-analysis/7hOLwSaTSkrqxSMzj4bXI1,424653,4,"Violin Concerto In D Major, Op. 35: III. Finale: Allegro assai vivace",Erich Wolfgang Korngold
246,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,audio_features,1uARLLfeQPlBf1jSN4P0yK,spotify:track:1uARLLfeQPlBf1jSN4P0yK,https://api.spotify.com/v1/tracks/1uARLLfeQPlBf1jSN4P0yK,https://api.spotify.com/v1/audio-analysis/1uARLLfeQPlBf1jSN4P0yK,249640,4,"Tahiti Trot, Op. 16 (After V. Youmans's ""Tea for Two"")",Dmitri Shostakovich
247,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,audio_features,53ann6bENp7BF8uklrzQAp,spotify:track:53ann6bENp7BF8uklrzQAp,https://api.spotify.com/v1/tracks/53ann6bENp7BF8uklrzQAp,https://api.spotify.com/v1/audio-analysis/53ann6bENp7BF8uklrzQAp,256493,4,The Promise,Michael Nyman
248,0.758,0.53,11,-8.819,0,0.0505,0.102,0.0,0.31,0.257,95.04,audio_features,5G8Qty5pXJyyLdVASr1SS7,spotify:track:5G8Qty5pXJyyLdVASr1SS7,https://api.spotify.com/v1/tracks/5G8Qty5pXJyyLdVASr1SS7,https://api.spotify.com/v1/audio-analysis/5G8Qty5pXJyyLdVASr1SS7,145263,4,Sag Wieso,Mario Novembre
249,0.719,0.603,8,-5.737,1,0.0325,0.608,0.0,0.116,0.697,120.048,audio_features,5h6yetX656MwIB1jAuAEjI,spotify:track:5h6yetX656MwIB1jAuAEjI,https://api.spotify.com/v1/tracks/5h6yetX656MwIB1jAuAEjI,https://api.spotify.com/v1/audio-analysis/5h6yetX656MwIB1jAuAEjI,197093,4,Die schönsten Tage,SDP
250,0.562,0.659,2,-6.217,1,0.0459,0.278,0.0,0.341,0.746,163.957,audio_features,3pJHEUIt1dPOUgnRdgXtjQ,spotify:track:3pJHEUIt1dPOUgnRdgXtjQ,https://api.spotify.com/v1/tracks/3pJHEUIt1dPOUgnRdgXtjQ,https://api.spotify.com/v1/audio-analysis/3pJHEUIt1dPOUgnRdgXtjQ,170708,4,FUCK BABY I'M IN LOVE,LOTTE
251,0.769,0.594,3,-7.447,0,0.135,0.0723,1.3e-06,0.187,0.59,114.107,audio_features,5j6GjvKsJ2ob58jY6PXfqz,spotify:track:5j6GjvKsJ2ob58jY6PXfqz,https://api.spotify.com/v1/tracks/5j6GjvKsJ2ob58jY6PXfqz,https://api.spotify.com/v1/audio-analysis/5j6GjvKsJ2ob58jY6PXfqz,162306,4,Globus,Namika
252,0.741,0.774,11,-5.101,0,0.238,0.0507,0.0,0.105,0.887,164.039,audio_features,2dF8ClGQHJOfbViVG3dz6Y,spotify:track:2dF8ClGQHJOfbViVG3dz6Y,https://api.spotify.com/v1/tracks/2dF8ClGQHJOfbViVG3dz6Y,https://api.spotify.com/v1/audio-analysis/2dF8ClGQHJOfbViVG3dz6Y,231833,4,Scheiße baut sich nicht von alleine,SDP
253,0.88,0.81,11,-5.236,0,0.0963,0.0127,1.72e-05,0.204,0.515,126.973,audio_features,3id8kxAfWtgSiKq2wuwPSu,spotify:track:3id8kxAfWtgSiKq2wuwPSu,https://api.spotify.com/v1/tracks/3id8kxAfWtgSiKq2wuwPSu,https://api.spotify.com/v1/audio-analysis/3id8kxAfWtgSiKq2wuwPSu,142000,4,"You're My Heart, You're My Soul",Katja Krasavice
254,0.706,0.664,1,-5.821,0,0.096,0.0928,0.0,0.225,0.473,160.225,audio_features,6bsucZnpNIrrUZzM9Cl1ZL,spotify:track:6bsucZnpNIrrUZzM9Cl1ZL,https://api.spotify.com/v1/tracks/6bsucZnpNIrrUZzM9Cl1ZL,https://api.spotify.com/v1/audio-analysis/6bsucZnpNIrrUZzM9Cl1ZL,166200,4,Warum,Emilio
255,0.633,0.488,7,-7.316,1,0.212,0.0904,0.0,0.134,0.783,172.528,audio_features,0AB2Efo1DgZHQO30u2zDfP,spotify:track:0AB2Efo1DgZHQO30u2zDfP,https://api.spotify.com/v1/tracks/0AB2Efo1DgZHQO30u2zDfP,https://api.spotify.com/v1/audio-analysis/0AB2Efo1DgZHQO30u2zDfP,129700,3,10 Dinge,PANTHA
256,0.627,0.551,8,-5.803,0,0.109,0.301,2.45e-06,0.14,0.502,159.792,audio_features,4fjIZ1SrvhJoO0TJKJLNGb,spotify:track:4fjIZ1SrvhJoO0TJKJLNGb,https://api.spotify.com/v1/tracks/4fjIZ1SrvhJoO0TJKJLNGb,https://api.spotify.com/v1/audio-analysis/4fjIZ1SrvhJoO0TJKJLNGb,168241,4,Mond,Clueso
257,0.628,0.647,6,-7.356,0,0.2,0.253,1.62e-06,0.179,0.575,167.874,audio_features,06E6DYCny8wpKIMbUUfmhS,spotify:track:06E6DYCny8wpKIMbUUfmhS,https://api.spotify.com/v1/tracks/06E6DYCny8wpKIMbUUfmhS,https://api.spotify.com/v1/audio-analysis/06E6DYCny8wpKIMbUUfmhS,197181,4,Labyrinth,Adel Tawil
258,0.7,0.358,7,-8.615,1,0.0333,0.759,0.0,0.089,0.306,122.058,audio_features,1VR0PWcH2JV4Zt4JaWGB0G,spotify:track:1VR0PWcH2JV4Zt4JaWGB0G,https://api.spotify.com/v1/tracks/1VR0PWcH2JV4Zt4JaWGB0G,https://api.spotify.com/v1/audio-analysis/1VR0PWcH2JV4Zt4JaWGB0G,178330,4,Frühling im Viertel,Bausa
259,0.718,0.605,5,-6.928,1,0.0436,0.398,1.56e-05,0.155,0.547,82.499,audio_features,2R3mvnjmga4LdjsNyvpRRe,spotify:track:2R3mvnjmga4LdjsNyvpRRe,https://api.spotify.com/v1/tracks/2R3mvnjmga4LdjsNyvpRRe,https://api.spotify.com/v1/audio-analysis/2R3mvnjmga4LdjsNyvpRRe,144093,4,Schwarze Herzen,Vanessa Mai
260,0.628,0.572,6,-5.407,1,0.0995,0.228,0.0,0.136,0.583,164.815,audio_features,6PdqXgh5t8qr19RzwvMQrK,spotify:track:6PdqXgh5t8qr19RzwvMQrK,https://api.spotify.com/v1/tracks/6PdqXgh5t8qr19RzwvMQrK,https://api.spotify.com/v1/audio-analysis/6PdqXgh5t8qr19RzwvMQrK,131806,4,All das,Franzi Harmsen
261,0.713,0.748,0,-5.736,1,0.0471,0.214,0.0,0.336,0.645,149.944,audio_features,1cOKPETkq1CDnGd5sdsbd8,spotify:track:1cOKPETkq1CDnGd5sdsbd8,https://api.spotify.com/v1/tracks/1cOKPETkq1CDnGd5sdsbd8,https://api.spotify.com/v1/audio-analysis/1cOKPETkq1CDnGd5sdsbd8,172000,4,Liebe,Moritz Garth
262,0.552,0.651,8,-5.114,1,0.182,0.0265,0.0,0.159,0.372,119.398,audio_features,4XRccHR60N7YYtlJj8qF5j,spotify:track:4XRccHR60N7YYtlJj8qF5j,https://api.spotify.com/v1/tracks/4XRccHR60N7YYtlJj8qF5j,https://api.spotify.com/v1/audio-analysis/4XRccHR60N7YYtlJj8qF5j,165461,5,Nie begegnet,Esther Graf
263,0.788,0.559,10,-4.47,0,0.0612,0.101,0.0,0.0608,0.856,126.064,audio_features,4Xy4fiOOkaqMbTxbUj5fsD,spotify:track:4Xy4fiOOkaqMbTxbUj5fsD,https://api.spotify.com/v1/tracks/4Xy4fiOOkaqMbTxbUj5fsD,https://api.spotify.com/v1/audio-analysis/4Xy4fiOOkaqMbTxbUj5fsD,126880,4,F*** U,HE/RO
264,0.809,0.583,7,-8.847,1,0.145,0.0371,0.0,0.368,0.49,80.022,audio_features,7egdydsliuzDFWORdBiKMr,spotify:track:7egdydsliuzDFWORdBiKMr,https://api.spotify.com/v1/tracks/7egdydsliuzDFWORdBiKMr,https://api.spotify.com/v1/audio-analysis/7egdydsliuzDFWORdBiKMr,109884,4,Perfekt Für Dich,Tom Twers
265,0.64,0.564,6,-6.694,1,0.299,0.66,0.0,0.115,0.653,175.969,audio_features,24UHDqrzuX6x2Wp8xZC34D,spotify:track:24UHDqrzuX6x2Wp8xZC34D,https://api.spotify.com/v1/tracks/24UHDqrzuX6x2Wp8xZC34D,https://api.spotify.com/v1/audio-analysis/24UHDqrzuX6x2Wp8xZC34D,172132,4,Toxisch,LEA x LINDA
266,0.74,0.618,6,-6.736,1,0.0366,0.468,2.15e-06,0.0927,0.765,118.091,audio_features,129TLJVbwR9oS1pVn20FAb,spotify:track:129TLJVbwR9oS1pVn20FAb,https://api.spotify.com/v1/tracks/129TLJVbwR9oS1pVn20FAb,https://api.spotify.com/v1/audio-analysis/129TLJVbwR9oS1pVn20FAb,164821,4,an all diesen Tagen,Wilhelmine
267,0.688,0.629,0,-6.488,0,0.296,0.0738,0.0,0.089,0.357,97.513,audio_features,3jy5dNLbaVAODjBuvnKxup,spotify:track:3jy5dNLbaVAODjBuvnKxup,https://api.spotify.com/v1/tracks/3jy5dNLbaVAODjBuvnKxup,https://api.spotify.com/v1/audio-analysis/3jy5dNLbaVAODjBuvnKxup,159184,4,Du gehst nicht aus meinem Kopf,Kay One
268,0.797,0.648,11,-6.068,1,0.174,0.421,1.56e-06,0.136,0.733,145.928,audio_features,2OtxLwlSCxWQQ03h4jZyPP,spotify:track:2OtxLwlSCxWQQ03h4jZyPP,https://api.spotify.com/v1/tracks/2OtxLwlSCxWQQ03h4jZyPP,https://api.spotify.com/v1/audio-analysis/2OtxLwlSCxWQQ03h4jZyPP,152329,4,Femminello,Nina Chuba
269,0.656,0.678,11,-4.698,1,0.0395,0.06,0.0,0.209,0.607,133.025,audio_features,760DX5Gk2LzSofKSPL1aKm,spotify:track:760DX5Gk2LzSofKSPL1aKm,https://api.spotify.com/v1/tracks/760DX5Gk2LzSofKSPL1aKm,https://api.spotify.com/v1/audio-analysis/760DX5Gk2LzSofKSPL1aKm,194827,4,Halb 4 (feat. LGoony),HE/RO
270,0.68,0.676,11,-8.15,1,0.166,0.0359,1.94e-06,0.0696,0.803,120.018,audio_features,6Z0D8elKdYtYrmBckt2NDO,spotify:track:6Z0D8elKdYtYrmBckt2NDO,https://api.spotify.com/v1/tracks/6Z0D8elKdYtYrmBckt2NDO,https://api.spotify.com/v1/audio-analysis/6Z0D8elKdYtYrmBckt2NDO,144260,4,7 Stunden,Alexander Eder
271,0.712,0.393,1,-9.082,0,0.0435,0.689,0.0,0.0914,0.468,122.021,audio_features,6ESo3KS2IpeglMKkMRZNOS,spotify:track:6ESo3KS2IpeglMKkMRZNOS,https://api.spotify.com/v1/tracks/6ESo3KS2IpeglMKkMRZNOS,https://api.spotify.com/v1/audio-analysis/6ESo3KS2IpeglMKkMRZNOS,168811,4,ABCD Ey (Ich hasse es so),DUEJA
272,0.874,0.481,7,-7.695,1,0.0478,0.607,5.53e-06,0.294,0.959,113.019,audio_features,5sx6Ud08jt1AH9MrHWwmLy,spotify:track:5sx6Ud08jt1AH9MrHWwmLy,https://api.spotify.com/v1/tracks/5sx6Ud08jt1AH9MrHWwmLy,https://api.spotify.com/v1/audio-analysis/5sx6Ud08jt1AH9MrHWwmLy,156239,4,Blauer Himmel,Dominik Hartz
273,0.389,0.0674,9,-17.706,1,0.0406,0.605,5.46e-05,0.699,0.0397,91.659,audio_features,2jZnFIxQn3sWXJnuULfzbO,spotify:track:2jZnFIxQn3sWXJnuULfzbO,https://api.spotify.com/v1/tracks/2jZnFIxQn3sWXJnuULfzbO,https://api.spotify.com/v1/audio-analysis/2jZnFIxQn3sWXJnuULfzbO,316173,4,"Gewinner (aus ""Sing meinen Song, Vol. 9"")",LOTTE
274,0.781,0.408,8,-12.466,1,0.414,0.73,0.0119,0.142,0.284,141.848,audio_features,7ouqZFb4DBSAyPNw7KfB7w,spotify:track:7ouqZFb4DBSAyPNw7KfB7w,https://api.spotify.com/v1/tracks/7ouqZFb4DBSAyPNw7KfB7w,https://api.spotify.com/v1/audio-analysis/7ouqZFb4DBSAyPNw7KfB7w,124183,4,Kugelsicher,Marie Bothmer
275,0.374,0.468,4,-9.601,1,0.0689,0.118,0.00243,0.136,0.0362,179.76,audio_features,4DxPGlO5EceI8FbaOQErZy,spotify:track:4DxPGlO5EceI8FbaOQErZy,https://api.spotify.com/v1/tracks/4DxPGlO5EceI8FbaOQErZy,https://api.spotify.com/v1/audio-analysis/4DxPGlO5EceI8FbaOQErZy,188521,4,DOCH DU FEHLST,FOURTY
276,0.647,0.681,5,-5.908,1,0.0675,0.101,0.0,0.0492,0.583,150.011,audio_features,0HlbHgvF2CHsRfGjlYIxcT,spotify:track:0HlbHgvF2CHsRfGjlYIxcT,https://api.spotify.com/v1/tracks/0HlbHgvF2CHsRfGjlYIxcT,https://api.spotify.com/v1/audio-analysis/0HlbHgvF2CHsRfGjlYIxcT,172500,4,Wenn Du die Augen schließt,SOPHIA
277,0.679,0.825,8,-5.309,0,0.0436,0.0352,0.0,0.0858,0.92,149.98,audio_features,4YC1OTOIIWaJE3IXLRmWcU,spotify:track:4YC1OTOIIWaJE3IXLRmWcU,https://api.spotify.com/v1/tracks/4YC1OTOIIWaJE3IXLRmWcU,https://api.spotify.com/v1/audio-analysis/4YC1OTOIIWaJE3IXLRmWcU,159787,4,Taxi,Max Giesinger
278,0.63,0.413,11,-10.116,1,0.043,0.0536,7.48e-06,0.285,0.0916,89.986,audio_features,59eeFsHOzGic3wUkdkAAmr,spotify:track:59eeFsHOzGic3wUkdkAAmr,https://api.spotify.com/v1/tracks/59eeFsHOzGic3wUkdkAAmr,https://api.spotify.com/v1/audio-analysis/59eeFsHOzGic3wUkdkAAmr,165907,4,Das Leben ist zu kurz,ALEX MORGEN
279,0.733,0.628,11,-7.752,1,0.215,0.396,0.0,0.0773,0.811,100.163,audio_features,24IXDPFJK82UfMwE5mD01f,spotify:track:24IXDPFJK82UfMwE5mD01f,https://api.spotify.com/v1/tracks/24IXDPFJK82UfMwE5mD01f,https://api.spotify.com/v1/audio-analysis/24IXDPFJK82UfMwE5mD01f,152402,4,Liebesbrief,RIAN
280,0.559,0.141,11,-11.947,1,0.033,0.931,1.39e-05,0.0965,0.113,74.971,audio_features,0h0RRZePni9AkAHv44quU1,spotify:track:0h0RRZePni9AkAHv44quU1,https://api.spotify.com/v1/tracks/0h0RRZePni9AkAHv44quU1,https://api.spotify.com/v1/audio-analysis/0h0RRZePni9AkAHv44quU1,157973,4,Freiheit,ela.
281,0.643,0.349,3,-4.545,1,0.129,0.792,0.0,0.0945,0.134,70.453,audio_features,4eZQUtvU0l7rFZzajOfF1I,spotify:track:4eZQUtvU0l7rFZzajOfF1I,https://api.spotify.com/v1/tracks/4eZQUtvU0l7rFZzajOfF1I,https://api.spotify.com/v1/audio-analysis/4eZQUtvU0l7rFZzajOfF1I,167021,4,hausflur,LUNA
282,0.693,0.645,8,-3.779,1,0.036,0.276,0.0,0.124,0.563,91.93,audio_features,3CQhud304mI5VmW6EjoTDg,spotify:track:3CQhud304mI5VmW6EjoTDg,https://api.spotify.com/v1/tracks/3CQhud304mI5VmW6EjoTDg,https://api.spotify.com/v1/audio-analysis/3CQhud304mI5VmW6EjoTDg,193255,4,Wie viele Lieder muss ich noch schreiben?,SDP
283,0.477,0.427,1,-5.234,0,0.108,0.61,0.0,0.192,0.197,170.963,audio_features,0oyDOgIZctdbbvofsFNm7J,spotify:track:0oyDOgIZctdbbvofsFNm7J,https://api.spotify.com/v1/tracks/0oyDOgIZctdbbvofsFNm7J,https://api.spotify.com/v1/audio-analysis/0oyDOgIZctdbbvofsFNm7J,141728,4,Richtig scheisse,PANTHA
284,0.794,0.662,2,-7.41,1,0.363,0.126,0.0,0.11,0.601,92.08,audio_features,3pMSS5lLhR7AAKbz3aTQT7,spotify:track:3pMSS5lLhR7AAKbz3aTQT7,https://api.spotify.com/v1/tracks/3pMSS5lLhR7AAKbz3aTQT7,https://api.spotify.com/v1/audio-analysis/3pMSS5lLhR7AAKbz3aTQT7,148696,4,Fehler,Tom Twers
285,0.615,0.256,8,-9.877,1,0.0331,0.767,0.00206,0.114,0.316,127.133,audio_features,4apHBvZKJobgQdT7bO8Aws,spotify:track:4apHBvZKJobgQdT7bO8Aws,https://api.spotify.com/v1/tracks/4apHBvZKJobgQdT7bO8Aws,https://api.spotify.com/v1/audio-analysis/4apHBvZKJobgQdT7bO8Aws,186850,4,Ein besserer Mensch (feat. Madeline Juno),Peter Plate
286,0.627,0.566,1,-5.096,0,0.0942,0.634,5.3e-06,0.176,0.374,170.133,audio_features,5QDiuBjM9IzplVg75smVG1,spotify:track:5QDiuBjM9IzplVg75smVG1,https://api.spotify.com/v1/tracks/5QDiuBjM9IzplVg75smVG1,https://api.spotify.com/v1/audio-analysis/5QDiuBjM9IzplVg75smVG1,170760,4,Tränen,1986zig
287,0.732,0.633,4,-7.371,0,0.268,0.217,0.0,0.0926,0.56,160.037,audio_features,0vxWTZHTvJN7ZpbRf7taL3,spotify:track:0vxWTZHTvJN7ZpbRf7taL3,https://api.spotify.com/v1/tracks/0vxWTZHTvJN7ZpbRf7taL3,https://api.spotify.com/v1/audio-analysis/0vxWTZHTvJN7ZpbRf7taL3,174880,4,BOMBERJACKE,ELIF
288,0.711,0.68,2,-6.164,1,0.0539,0.0376,0.00021,0.149,0.622,149.928,audio_features,4ZJQl6tmrVbtvhh7qav7Aa,spotify:track:4ZJQl6tmrVbtvhh7qav7Aa,https://api.spotify.com/v1/tracks/4ZJQl6tmrVbtvhh7qav7Aa,https://api.spotify.com/v1/audio-analysis/4ZJQl6tmrVbtvhh7qav7Aa,181351,4,Allein (feat. Sido & GINI),Bozza
289,0.652,0.566,1,-6.865,1,0.0358,0.179,0.000423,0.109,0.703,126.219,audio_features,5jpd0wiZk2LgJB4Nqayr1C,spotify:track:5jpd0wiZk2LgJB4Nqayr1C,https://api.spotify.com/v1/tracks/5jpd0wiZk2LgJB4Nqayr1C,https://api.spotify.com/v1/audio-analysis/5jpd0wiZk2LgJB4Nqayr1C,198373,4,Du Sagst,KAFFKIEZ
290,0.509,0.634,0,-5.96,1,0.0582,0.656,0.00031,0.135,0.369,155.91,audio_features,0FBAcp3QrZJYV5aYdsh7Cz,spotify:track:0FBAcp3QrZJYV5aYdsh7Cz,https://api.spotify.com/v1/tracks/0FBAcp3QrZJYV5aYdsh7Cz,https://api.spotify.com/v1/audio-analysis/0FBAcp3QrZJYV5aYdsh7Cz,191013,4,kein ja / kein nein,Revelle
291,0.716,0.632,8,-7.691,0,0.127,0.389,2.68e-06,0.107,0.293,169.871,audio_features,0M2cwhA67Dzkortl1VhDLF,spotify:track:0M2cwhA67Dzkortl1VhDLF,https://api.spotify.com/v1/tracks/0M2cwhA67Dzkortl1VhDLF,https://api.spotify.com/v1/audio-analysis/0M2cwhA67Dzkortl1VhDLF,162213,4,Warum bist du so,Mike Singer
292,0.542,0.61,6,-8.216,0,0.101,0.416,0.0,0.153,0.344,82.762,audio_features,4oDrijDovjL10FmormR0S8,spotify:track:4oDrijDovjL10FmormR0S8,https://api.spotify.com/v1/tracks/4oDrijDovjL10FmormR0S8,https://api.spotify.com/v1/audio-analysis/4oDrijDovjL10FmormR0S8,113008,4,10m²,Montez
293,0.803,0.623,2,-6.039,1,0.0706,0.173,0.0,0.0779,0.232,125.055,audio_features,0cpGIfokdQSDrfBPm6dj2g,spotify:track:0cpGIfokdQSDrfBPm6dj2g,https://api.spotify.com/v1/tracks/0cpGIfokdQSDrfBPm6dj2g,https://api.spotify.com/v1/audio-analysis/0cpGIfokdQSDrfBPm6dj2g,190397,4,Monster,Disarstar
294,0.775,0.861,4,-3.198,0,0.0355,0.0525,0.0,0.0728,0.937,117.943,audio_features,3IKQFsnTJhmMWDo3AlSbL0,spotify:track:3IKQFsnTJhmMWDo3AlSbL0,https://api.spotify.com/v1/tracks/3IKQFsnTJhmMWDo3AlSbL0,https://api.spotify.com/v1/audio-analysis/3IKQFsnTJhmMWDo3AlSbL0,155777,4,I'M ALRIGHT!,Sportfreunde Stiller
295,0.681,0.287,10,-10.388,1,0.0693,0.745,0.0,0.641,0.157,127.845,audio_features,3PraWpRNRNtpm0uVQ1lg6o,spotify:track:3PraWpRNRNtpm0uVQ1lg6o,https://api.spotify.com/v1/tracks/3PraWpRNRNtpm0uVQ1lg6o,https://api.spotify.com/v1/audio-analysis/3PraWpRNRNtpm0uVQ1lg6o,240120,4,"Flugmodus (aus ""Sing meinen Song, Vol. 9"")",Johannes Oerding
296,0.578,0.845,10,-6.859,1,0.0355,0.0573,0.0,0.105,0.492,143.945,audio_features,1eVbHqbNPedeyydWUzH1zJ,spotify:track:1eVbHqbNPedeyydWUzH1zJ,https://api.spotify.com/v1/tracks/1eVbHqbNPedeyydWUzH1zJ,https://api.spotify.com/v1/audio-analysis/1eVbHqbNPedeyydWUzH1zJ,199000,4,Zeit bleibt,Wincent Weiss
